ID,min_distances,ref_min_distances,stenosis_min_squared_fd,stenosis_min_squared_sd,stenosis_ratio_min,stenosis_ratio_min_squared,stenosis_ratio_min_squared_fd,stenosis_ratio_min_squared_sd,avg_radius,ref_avg_radius,stenosis_ratio_avg
36.0,2.5980521549807296,2.5237013984686065,-0.004432747227214762,-0.004432747227214762,0.0,0.0,0.0,0.0,3.1486637991371134,3.057908657939598,0.0
36.5,2.7012821030022,2.5032563506941807,0.14737894877303193,0.14737894877303193,0.0,0.0,0.0,0.0,3.1815095025031743,3.029165622046822,0.0
37.0,2.8928100525267935,2.4711523535953495,-0.052387416805629305,-0.052387416805629305,0.0,0.0,0.0,0.0,3.2762877378244752,2.9855331201454787,0.0
37.5,2.5965072693909415,2.4276882873200014,-0.1867870286149056,-0.1867870286149056,0.0,0.0,0.0,0.0,3.2493608342268216,2.948074361759614,0.0
38.0,2.5192359952969823,2.4033766256431432,-0.046644670202165894,-0.046644670202165894,0.0,0.0,0.0,0.0,3.231653772482679,2.9184344158335533,0.0
38.5,2.5032179289866097,2.4113733289305452,0.036477099171186245,0.036477099171186245,0.0,0.0,0.0,0.0,3.118195879932302,2.9282484363940955,0.0
39.0,2.5921901936393548,2.4138080536277964,0.06672568573781534,0.06672568573781534,0.0,0.0,0.0,0.0,3.1957598832973106,2.9377589319701958,0.0
39.5,2.6366693004622404,2.4090602746565417,0.054798126199812724,0.054798126199812724,0.0,0.0,0.0,0.0,3.2688623536000665,2.935200429860484,0.0
40.0,2.70178644603898,2.3989996892167307,0.127888880209454,0.127888880209454,0.0,0.0,0.0,0.0,3.3320976760558745,2.9328614651137457,0.0
40.5,2.8924470608811483,2.400831299242504,-0.029561035414872983,-0.029561035414872983,0.0,0.0,0.0,0.0,3.2269588981517403,2.930095291642794,0.0
41.0,2.6426643752092343,2.4069663224249176,-0.13064856108306833,-0.13064856108306833,0.0,0.0,0.0,0.002804579249516858,3.2541537833119762,2.924312231965075,0.0
41.5,2.6311499387150117,2.4124226479080915,-0.24240332062589443,-0.24240332062589443,0.0,0.0,0.005609158499033716,0.00303973034052102,3.2627582784066127,2.922351495683966,0.0
42.0,2.1578577339574454,2.4134858444112446,-0.2475452413068293,-0.2475452413068293,0.10591655677025869,0.011218316998067432,0.00607946068104204,-0.005609158499033716,2.871588980884637,2.9292186753860276,0.019674084077657916
42.5,2.136059456101353,2.4007883875070584,0.16729041549125845,0.16729041549125845,0.11026749911956868,0.01215892136208408,-0.005609158499033716,-0.0006699627069562224,3.17992745110477,2.9223207449160364,0.0
43.0,2.4924385649399623,2.4044634137325085,-0.032094160556246365,-0.032094160556246365,0.0,0.0,0.004739535267129595,0.013424837734772528,2.927452175452079,2.9183780256453615,0.0
